t,x,y,vd,xyd,nd,d,st
170,1208.85,1188.05,0.437471,0.43747,6,5.83648,0
170,1209.29,1188.07,0.437508,0.437508,6,5.83112,0
171,1209.72,1188.09,0.437545,0.437545,9.7,5.82597,0
171,1210.16,1188.11,0.437582,0.437582,9.7,5.82101,0
171,1210.6,1188.13,0.437618,0.437618,9.7,5.81768,0
171,1211.04,1188.15,0.437653,0.437653,9.7,5.81406,0
171,1211.47,1188.16,0.437689,0.437689,9.7,5.81064,0
171,1211.91,1188.18,0.437725,0.437725,9.7,5.80741,0
172,1212.35,1188.2,0.437761,0.437761,9.7,5.80439,0
172,1212.79,1188.22,0.437797,0.437797,9.7,5.80157,0
172,1213.22,1188.24,0.437832,0.437831,9.7,5.798,0
172,1213.66,1188.25,0.437867,0.437867,9.7,5.79522,0
172,1214.1,1188.27,0.437902,0.437902,9.7,5.79271,0
172,1214.54,1188.29,0.437937,0.437937,9.7,5.79047,0
173,1214.97,1188.3,0.437971,0.437971,9.7,5.78851,0
173,1215.41,1188.32,0.438006,0.438006,9.7,5.78684,0
173,1215.85,1188.34,0.43804,0.438039,9.7,5.78441,0
173,1216.29,1188.35,0.438073,0.438073,9.7,5.78254,0
173,1216.72,1188.37,0.438107,0.438107,9.7,5.78102,0
173,1217.16,1188.39,0.438141,0.438141,9.7,5.77986,0
173,1217.6,1188.4,0.438175,0.438175,9.7,5.77907,0
174,1218.04,1188.42,0.438209,0.438209,9.7,5.77863,0
174,1218.48,1188.43,0.438251,0.438251,9.7,5.77709,0
174,1218.91,1188.45,0.438284,0.438283,9.7,5.77633,0
174,1219.35,1188.46,0.438316,0.438316,9.7,5.77601,0
174,1219.79,1188.48,0.438349,0.438349,9.7,5.77613,0
174,1220.23,1188.49,0.438382,0.438382,9.7,5.7767,0
175,1220.67,1188.51,0.438415,0.438415,9.7,5.77771,1
175,1221.1,1188.52,0.438447,0.438446,9.7,5.78072,1
175,1221.54,1188.53,0.438479,0.438479,9.7,5.78388,1
175,1221.98,1188.54,0.438511,0.438511,9.7,5.78745,1
175,1222.42,1188.55,0.438542,0.438542,9.7,5.79142,1
175,1222.86,1188.56,0.438574,0.438574,9.7,5.79581,1
176,1223.3,1188.57,0.438606,0.438606,9.7,5.8006,2
176,1223.73,1188.58,0.438638,0.438637,9.7,5.8058,2
176,1224.17,1188.59,0.438669,0.438669,9.7,5.81132,2
176,1224.61,1188.6,0.4387,0.4387,9.7,5.81729,2
176,1225.05,1188.61,0.438731,0.438731,9.7,5.82369,2
176,1225.49,1188.62,0.438762,0.438762,9.7,5.83052,2
177,1225.93,1188.62,0.438793,0.438793,9.7,5.83778,3
177,1226.36,1188.63,0.438564,0.438564,9.7,5.84456,3
177,1226.8,1188.64,0.438596,0.438595,9.7,5.85223,3
177,1227.24,1188.65,0.438627,0.438627,9.7,5.86038,3
177,1227.67,1188.65,0.438658,0.438658,9.7,5.869,3
177,1228.11,1188.66,0.438689,0.438689,9.7,5.87807,3
178,1228.55,1188.66,0.438721,0.43872,9.7,5.88761,4
178,1228.99,1188.67,0.438857,0.438857,9.7,5.89843,4
178,1229.43,1188.67,0.438887,0.438887,9.7,5.90932,4
178,1229.87,1188.67,0.438916,0.438916,9.7,6.29887,4
178,1230.31,1188.68,0.438946,0.438946,9.7,6.28185,4
178,1230.75,1188.68,0.438976,0.438976,9.7,6.26527,4
179,1231.18,1188.68,0.439006,0.439006,9.7,6.24913,5
179,1231.08,1188.68,0.414468,0.414467,9.7,6.25338,5
179,1231.49,1188.68,0.413908,0.413909,9.7,6.23974,5
179,1231.9,1188.68,0.41337,0.413371,9.7,6.22882,5
179,1232.32,1188.67,0.412833,0.412833,9.7,6.22055,5
179,1232.73,1188.67,0.412296,0.412296,9.7,6.21488,5
179,1233.14,1188.66,0.41176,0.41176,9.7,6.21173,5
180,1233.56,1188.64,0.414682,0.414682,9.7,6.2111,6
180,1233.97,1188.63,0.414152,0.414153,9.7,6.21234,6
180,1234.38,1188.61,0.413623,0.413623,9.7,6.21576,6
180,1234.8,1188.59,0.413093,0.413093,9.7,6.22132,6
180,1235.21,1188.57,0.412563,0.412563,9.7,6.22894,6
180,1235.62,1188.55,0.412034,0.412034,9.7,6.23859,6
181,1236.03,1188.53,0.415407,0.415407,9.7,6.25068,7
181,1236.45,1188.5,0.414877,0.414876,9.7,6.2641,7
181,1236.86,1188.47,0.414346,0.414346,9.7,6.27918,7
181,1237.27,1188.44,0.413815,0.413816,9.7,6.29585,7
181,1237.69,1188.41,0.413284,0.413283,9.7,6.31409,7
181,1238.1,1188.38,0.412754,0.412755,9.7,6.33384,7
182,1238.51,1188.34,0.412223,0.412223,9.7,6.35505,8
182,1238.92,1188.31,0.415047,0.415047,9.7,6.37671,8
182,1239.33,1188.27,0.414515,0.414515,9.7,6.39999,8
182,1239.75,1188.23,0.413984,0.413984,9.7,6.42441,8
182,1240.16,1188.19,0.413452,0.413452,9.7,6.44993,8
182,1240.57,1188.16,0.41292,0.412919,9.7,6.47652,8
183,1240.98,1188.11,0.412389,0.41239,9.7,6.50416,9
183,1241.38,1188.07,0.410783,0.410783,9.7,6.53286,9
183,1241.79,1188.03,0.41015,0.41015,9.7,6.56223,9
183,1242.2,1187.99,0.409518,0.409519,9.7,6.59233,9
183,1242.61,1187.94,0.408885,0.408883,9.7,6.62315,9
183,1243.01,1187.9,0.408252,0.408252,9.7,6.65466,9
183,1243.42,1187.85,0.407619,0.407621,9.7,6.68683,9
184,1243.83,1187.81,0.41224,0.41224,9.7,6.71981,10
184,1244.24,1187.76,0.411637,0.411637,9.7,6.75343,10
184,1244.64,1187.71,0.411033,0.411032,9.7,6.7875,10
184,1245.05,1187.67,0.410429,0.410429,9.7,6.82199,10
184,1245.46,1187.62,0.409825,0.409827,9.7,6.8569,10
184,1245.86,1187.57,0.409222,0.40922,9.7,6.8922,10
185,1246.27,1187.52,0.412836,0.412836,9.7,6.928,11
185,1246.68,1187.47,0.412248,0.412247,9.7,6.96386,11
185,1247.09,1187.42,0.411659,0.411659,9.7,6.99994,11
185,1247.5,1187.37,0.411071,0.411071,9.7,7.03623,11
185,1247.91,1187.32,0.410482,0.410482,9.7,7.0727,11
185,1248.32,1187.27,0.409894,0.409895,9.7,7.10935,11
186,1248.73,1187.23,0.413402,0.413402,9.7,7.14524,12
186,1249.14,1187.18,0.412821,0.412821,9.7,7.18153,12
186,1249.54,1187.13,0.412239,0.412239,9.7,7.21788,12
186,1249.95,1187.08,0.411657,0.411657,9.7,7.25427,12
186,1250.36,1187.03,0.411075,0.411075,9.7,7.2907,12
186,1250.77,1186.98,0.410493,0.410493,9.7,7.32714,12
187,1250.84,1186.97,0.394005,0.394005,9.7,7.33439,13
187,1251.23,1186.92,0.393532,0.393529,9.7,7.37004,13
187,1251.62,1186.87,0.393051,0.393048,9.7,7.40558,13
187,1252.01,1186.82,0.392571,0.392567,9.7,7.44099,13
187,1252.4,1186.78,0.39209,0.392087,9.7,7.47627,13
187,1252.79,1186.73,0.39161,0.391606,9.7,7.51142,13
188,1253.18,1186.68,0.391129,0.391125,9.7,7.54643,14
188,1253.57,1186.64,0.394216,0.394215,9.7,7.81373,14
188,1253.96,1186.59,0.393734,0.393734,9.7,7.84271,14
188,1254.35,1186.54,0.393252,0.393252,9.7,7.8715,14
188,1254.74,1186.5,0.392771,0.39277,9.7,7.90009,14
188,1255.13,1186.45,0.392289,0.392289,9.7,7.92848,14
189,1255.52,1186.4,0.391807,0.391807,9.7,7.95666,15
189,1255.91,1186.36,0.39164,0.391639,9.7,7.985,15
189,1256.3,1186.31,0.391172,0.391172,9.7,8.01294,15
189,1256.69,1186.27,0.390704,0.390704,9.7,8.04059,15
189,1257.08,1186.22,0.390236,0.390236,9.7,8.06794,15
189,1257.46,1186.18,0.389768,0.389768,9.7,8.09501,15
190,1257.85,1186.13,0.389301,0.389301,9.7,8.12179,16
190,1258.24,1186.09,0.391804,0.391804,9.7,8.14785,16
190,1258.63,1186.05,0.391336,0.391336,9.7,8.17369,16
190,1259.02,1186,0.390868,0.390868,9.7,8.1992,16
190,1259.4,1185.96,0.390401,0.390401,9.7,8.22438,16
190,1259.79,1185.92,0.389933,0.389933,9.7,8.24923,16
191,1260.18,1185.88,0.389465,0.389465,9.7,8.27376,17
191,1260.57,1185.84,0.392166,0.392166,9.7,8.29781,17
191,1260.96,1185.79,0.3917,0.3917,9.7,8.32179,17
191,1261.35,1185.75,0.391233,0.391232,9.7,8.34539,17
191,1261.74,1185.71,0.390766,0.390766,9.7,8.36862,17
191,1262.13,1185.67,0.390299,0.390299,9.7,8.39149,17
192,1262.51,1185.63,0.389832,0.389832,9.7,8.41399,18
192,1262.9,1185.59,0.389365,0.389365,9.7,8.43614,18
192,1263.29,1185.55,0.392204,0.392204,9.7,8.45915,18
192,1263.68,1185.51,0.391735,0.391735,9.7,8.48122,18
192,1264.07,1185.47,0.391266,0.391266,9.7,8.50288,18
192,1264.46,1185.43,0.390797,0.390797,9.7,8.52411,18
193,1264.85,1185.39,0.390328,0.390328,9.7,8.54494,19
193,1265.23,1185.36,0.389859,0.389859,9.7,8.56536,19
193,1265.62,1185.32,0.392681,0.392681,9.7,8.58563,19
193,1266.02,1185.28,0.39221,0.392209,9.7,8.60556,19
193,1266.41,1185.24,0.391739,0.391739,9.7,8.62505,19
193,1266.79,1185.21,0.391268,0.391268,9.7,8.64412,19
194,1267.18,1185.17,0.390797,0.390797,9.7,8.66278,20
194,1267.57,1185.14,0.390326,0.390326,9.7,8.68102,20
194,1267.69,1185.13,0.376702,0.376703,9.7,8.68608,20
194,1268.06,1185.09,0.376309,0.376309,9.7,8.70339,20
194,1268.44,1185.06,0.375916,0.375916,9.7,8.72032,20
194,1268.81,1185.02,0.375523,0.375523,9.7,8.73685,20
195,1269.19,1184.99,0.375129,0.375129,9.7,8.753,21
195,1269.56,1184.96,0.374736,0.374736,9.7,8.76879,21
195,1269.92,1184.93,0.374345,0.374345,9.7,8.7845,21
195,1270.29,1184.89,0.373963,0.373963,9.7,8.8,21
195,1270.67,1184.86,0.373582,0.373582,9.7,8.81512,21
195,1271.04,1184.83,0.3732,0.373201,9.7,8.82987,21
196,1271.41,1184.8,0.372819,0.372819,9.7,8.84427,22
196,1271.78,1184.77,0.372437,0.372438,9.7,8.85832,22
196,1272.15,1184.74,0.374912,0.374912,9.7,8.87037,22
196,1272.53,1184.71,0.374528,0.374528,9.7,8.88261,22
196,1272.9,1184.68,0.374144,0.374144,9.7,8.89457,22
196,1273.27,1184.65,0.37376,0.37376,9.7,8.90626,22
197,1273.64,1184.62,0.373376,0.373376,9.7,8.91768,23
197,1274.02,1184.6,0.372992,0.372992,9.7,8.92885,23
197,1274.39,1184.57,0.372854,0.372854,9.7,8.93998,23
197,1274.76,1184.54,0.372481,0.372481,9.7,8.95083,23
197,1275.13,1184.51,0.372107,0.372107,9.7,8.96145,23
197,1275.5,1184.49,0.371733,0.371733,9.7,8.97183,23
198,1275.87,1184.46,0.371359,0.371359,9.7,8.982,24
198,1276.24,1184.43,0.370985,0.370985,9.7,8.99195,24
198,1276.61,1184.41,0.372998,0.372998,9.7,9.00254,24
198,1276.99,1184.38,0.372623,0.372623,9.7,9.01243,24
198,1277.36,1184.35,0.372249,0.372249,9.7,9.02213,24
198,1277.73,1184.33,0.371875,0.371875,9.7,9.03165,24
199,1278.1,1184.3,0.371501,0.371501,9.7,9.04098,25
199,1278.47,1184.27,0.371126,0.371126,9.7,9.05015,25
199,1278.84,1184.25,0.373308,0.373308,9.7,9.05922,25
199,1279.21,1184.22,0.372933,0.372932,9.7,9.06833,25
199,1279.59,1184.2,0.372557,0.372557,9.7,9.07729,25
199,1279.96,1184.17,0.372182,0.372182,9.7,9.08612,25
200,1280.33,1184.15,0.371806,0.371806,9.7,9.09483,26
200,1280.7,1184.12,0.371431,0.371431,9.7,9.10341,26
200,1281.07,1184.1,0.373725,0.373724,9.7,9.11131,26
200,1281.44,1184.07,0.373348,0.373348,9.7,9.11915,26
200,1281.82,1184.05,0.37297,0.37297,9.7,9.12694,26
200,1282.19,1184.02,0.372593,0.372593,9.7,9.13467,26
201,1282.56,1184,0.372216,0.372216,9.7,9.14235,27
201,1282.93,1183.97,0.371838,0.371838,9.7,9.14999,27
201,1283.3,1183.95,0.37412,0.374119,9.7,9.15671,27
201,1283.68,1183.93,0.373741,0.373741,9.7,9.16371,27
201,1284.05,1183.9,0.373362,0.373362,9.7,9.17074,27
201,1284.42,1183.88,0.372982,0.372982,9.7,9.1778,27
202,1284.79,1183.85,0.372603,0.372603,9.7,9.18488,28
202,1285.16,1183.83,0.372224,0.372224,9.7,9.19199,28
202,1285.32,1183.82,0.361218,0.361217,9.7,9.195,28
202,1285.68,1183.8,0.360902,0.360901,9.7,9.20206,28
202,1286.04,1183.77,0.360585,0.360585,9.7,9.20918,28
202,1286.4,1183.75,0.360269,0.360269,9.7,9.21637,28
203,1286.76,1183.73,0.359953,0.359953,9.7,9.22362,29
203,1287.12,1183.7,0.359637,0.359636,9.7,9.23093,29
203,1287.47,1183.68,0.359321,0.359321,9.7,9.23715,29
203,1287.83,1183.66,0.359014,0.359014,9.7,9.24383,29
203,1288.19,1183.64,0.358707,0.358707,9.7,9.25064,29
204,1288.54,1183.61,0.358401,0.358401,9.7,9.25758,30
204,1288.9,1183.59,0.358094,0.358094,9.7,10.4125,30
204,1289.26,1183.57,0.357787,0.357787,9.7,10.396,30
204,1289.62,1183.54,0.359788,0.359788,9.7,10.3788,30
204,1289.97,1183.52,0.359479,0.359479,9.7,10.3623,30
204,1290.33,1183.5,0.35917,0.35917,9.7,10.3459,30
205,1290.69,1183.47,0.358861,0.358861,9.7,10.3297,31
205,1291.05,1183.45,0.358553,0.358552,9.7,10.3138,31
205,1291.41,1183.43,0.358244,0.358244,9.7,10.298,31
205,1291.76,1183.4,0.358134,0.358134,9.7,10.2826,31
205,1292.12,1183.38,0.357834,0.357834,9.7,10.2672,31
206,1292.48,1183.35,0.357533,0.357533,9.7,10.252,32
206,1292.83,1183.33,0.357232,0.357232,9.7,10.237,32
206,1293.19,1183.3,0.356932,0.356931,9.7,10.2223,32
206,1293.55,1183.28,0.356631,0.356631,9.7,10.2077,32
206,1293.9,1183.25,0.358259,0.358259,9.7,10.1933,32
206,1294.26,1183.23,0.357958,0.357958,9.7,10.179,32
207,1294.62,1183.2,0.357657,0.357657,9.7,10.165,33
207,1294.97,1183.17,0.357356,0.357356,9.7,10.1511,33
207,1295.33,1183.15,0.357055,0.357055,9.7,10.1375,33
207,1295.68,1183.12,0.356755,0.356755,9.7,10.1241,33
207,1296.04,1183.09,0.35852,0.35852,9.7,10.1123,33
208,1296.4,1183.07,0.358218,0.358217,9.7,10.1003,34
208,1296.76,1183.04,0.357916,0.357916,9.7,10.0885,34
208,1297.11,1183.01,0.357614,0.357614,9.7,10.077,34
208,1297.47,1182.98,0.357312,0.357312,9.7,10.0656,34
208,1297.82,1182.95,0.35701,0.35701,9.7,10.0544,34
208,1298.18,1182.92,0.358866,0.358866,9.7,10.0445,34
209,1298.54,1182.89,0.358563,0.358563,9.7,10.0344,35
209,1298.9,1182.86,0.358259,0.358259,9.7,10.0244,35
209,1299.25,1182.83,0.357956,0.357956,9.7,10.0147,35
209,1299.61,1182.8,0.357653,0.357653,9.7,10.0051,35
209,1299.97,1182.77,0.357349,0.357349,9.7,9.9957,35
210,1300.32,1182.74,0.359195,0.359195,9.7,9.98781,36
210,1300.68,1182.71,0.35889,0.35889,9.7,9.97963,36
210,1301.04,1182.68,0.358585,0.358585,9.7,9.97164,36
210,1301.39,1182.65,0.358281,0.358281,9.7,9.96382,36
210,1301.75,1182.61,0.357976,0.357976,9.7,9.95617,36
211,1302.11,1182.58,0.357671,0.357671,9.7,9.9487,37
211,1302.29,1182.57,0.348779,0.34878,9.7,9.9443,37
211,1302.64,1182.53,0.348525,0.348526,9.7,9.93704,37
211,1302.99,1182.5,0.348271,0.34827,9.7,9.92996,37
211,1303.33,1182.47,0.348018,0.348018,9.7,9.92307,37
212,1303.68,1182.44,0.347764,0.347764,9.7,9.91635,38
212,1304.02,1182.41,0.34751,0.347509,9.7,9.9098,38
212,1304.36,1182.37,0.347263,0.347263,9.7,9.90545,38
212,1304.71,1182.34,0.347015,0.347016,9.7,9.90067,38
212,1305.06,1182.31,0.346768,0.346768,9.7,9.89601,38
213,1305.4,1182.27,0.34652,0.34652,9.7,9.89147,39
213,1305.74,1182.24,0.346273,0.346273,9.7,9.88705,39
213,1306.09,1182.2,0.347899,0.347899,9.7,9.88292,39
213,1306.44,1182.17,0.34765,0.34765,9.7,9.87862,39
213,1306.78,1182.13,0.3474,0.3474,9.7,9.87445,39
214,1307.13,1182.1,0.347151,0.347151,9.7,9.8704,40
214,1307.47,1182.06,0.346902,0.346902,9.7,9.86648,40
214,1307.82,1182.03,0.346653,0.346653,9.7,9.86267,40
214,1308.16,1181.99,0.34657,0.346569,9.7,9.85966,40
214,1308.51,1181.96,0.346326,0.346326,9.7,9.85644,40
215,1308.85,1181.92,0.346082,0.346082,9.7,9.85332,41
215,1309.2,1181.89,0.345839,0.345839,9.7,9.8503,41
215,1309.54,1181.85,0.345595,0.345595,9.7,9.84738,41
215,1309.88,1181.82,0.346924,0.346924,9.7,9.84377,41
215,1310.23,1181.78,0.34668,0.34668,9.7,9.84076,41
216,1310.57,1181.75,0.346437,0.346437,9.7,9.83785,42
216,1310.92,1181.71,0.346193,0.346193,9.7,9.83503,42
216,1311.26,1181.68,0.345949,0.345948,9.7,9.83232,42
216,1311.61,1181.64,0.345705,0.345705,9.7,9.8297,42
216,1311.95,1181.61,0.347149,0.347149,9.7,9.8256,42
217,1312.3,1181.57,0.346903,0.346903,9.7,9.82217,43
217,1312.64,1181.54,0.346657,0.346657,9.7,9.81887,43
217,1312.99,1181.5,0.346411,0.346411,9.7,9.81568,43
217,1313.33,1181.47,0.346165,0.346165,9.7,9.8126,43
217,1313.68,1181.43,0.347688,0.347688,9.7,9.80911,43
218,1314.02,1181.39,0.347441,0.347441,9.7,9.80562,44
218,1314.37,1181.36,0.347194,0.347194,9.7,9.80226,44
218,1314.71,1181.32,0.346947,0.346947,9.7,9.79902,44
218,1315.06,1181.29,0.346699,0.346699,9.7,9.79589,44
218,1315.4,1181.25,0.346452,0.346452,9.7,9.79288,44
219,1315.75,1181.22,0.347969,0.347969,6,9.78911,1
219,1316.09,1181.18,0.347719,0.347719,6,9.78589,1
219,1316.44,1181.15,0.34747,0.347469,6,9.78278,1
219,1316.79,1181.11,0.34722,0.34722,6,9.77978,1
219,1317.13,1181.08,0.346971,0.346971,6,9.77688,1
220,1317.47,1181.04,0.346728,0.346727,6,9.77279,1
220,1317.82,1181.01,0.346485,0.346485,6,9.76914,1
220,1318.16,1180.97,0.346241,0.346241,6,9.76561,1
220,1318.51,1180.94,0.345998,0.345998,6,9.7622,1
220,1318.85,1180.9,0.345755,0.345755,6,9.7589,1
221,1319.03,1180.88,0.338612,0.338612,6,9.75822,1
221,1319.37,1180.85,0.338408,0.338408,6,9.75612,1
221,1319.71,1180.81,0.338205,0.338205,6,9.75408,1
221,1320.04,1180.78,0.338002,0.338002,6,9.7521,1
221,1320.38,1180.74,0.337798,0.337798,6,9.75017,1
222,1320.71,1180.71,0.337601,0.337601,6,9.74738,1
222,1321.04,1180.67,0.337402,0.337402,6,9.74478,1
222,1321.38,1180.64,0.337204,0.337204,6,9.74225,1
222,1321.71,1180.6,0.337006,0.337006,6,9.73978,1
222,1322.05,1180.57,0.336808,0.336808,6,9.73737,1
223,1322.39,1180.53,0.338126,0.338126,6,9.73486,1
223,1322.72,1180.5,0.337925,0.337925,6,9.39867,1
223,1323.06,1180.46,0.337725,0.337725,6,9.40295,1
223,1323.39,1180.43,0.337524,0.337524,6,9.40728,1
223,1323.73,1180.39,0.337324,0.337324,6,9.41165,1
223,1324.06,1180.35,0.337257,0.337257,6,9.41775,1
224,1324.4,1180.32,0.337061,0.337061,6,9.42328,1
224,1324.73,1180.28,0.336865,0.336865,6,9.42881,1
224,1325.07,1180.25,0.336669,0.336669,6,9.43431,1
224,1325.4,1180.21,0.336473,0.336473,6,9.4398,1
224,1325.74,1180.17,0.337555,0.337555,6,9.44473,1
225,1326.08,1180.14,0.337358,0.337358,6,9.44994,1
225,1326.41,1180.1,0.337161,0.337161,6,9.45513,1
225,1326.75,1180.07,0.336963,0.336963,6,9.4603,1
225,1327.08,1180.03,0.336766,0.336766,6,9.46545,1
225,1327.42,1179.99,0.337946,0.337945,6,9.47095,1
226,1327.75,1179.96,0.337746,0.337746,6,9.47616,1
226,1328.09,1179.92,0.337547,0.337547,6,9.48134,1
226,1328.42,1179.89,0.337348,0.337348,6,9.48647,1
226,1328.76,1179.85,0.337149,0.337149,6,9.49156,1
226,1329.09,1179.81,0.338394,0.338394,6,9.49701,1
227,1329.43,1179.78,0.338193,0.338192,6,9.50223,1
227,1329.77,1179.74,0.337992,0.337992,6,9.5074,1
227,1330.1,1179.71,0.337791,0.337791,6,9.5125,1
227,1330.44,1179.67,0.33759,0.33759,6,9.51755,1
227,1330.77,1179.63,0.338834,0.338834,6,9.52285,1
227,1331.11,1179.6,0.338631,0.338631,6,9.52803,1
228,1331.45,1179.56,0.338428,0.338428,6,9.53314,1
228,1331.78,1179.53,0.338225,0.338225,6,9.53818,1
228,1332.12,1179.49,0.338022,0.338022,6,9.54313,1
228,1332.46,1179.46,0.337824,0.337824,6,9.54689,1
228,1332.79,1179.42,0.337626,0.337626,6,9.54901,1
229,1333.13,1179.39,0.337428,0.337427,6,9.54955,1
229,1333.46,1179.36,0.33723,0.33723,6,9.54852,1
229,1333.8,1179.33,0.337032,0.337032,6,9.54597,1
229,1334.14,1179.31,0.34198,0.34198,6,9.54184,1
229,1334.48,1179.28,0.342055,0.342054,6,9.53609,1
230,1334.82,1179.26,0.34213,0.34213,6,9.52898,1
230,1335.16,1179.23,0.342204,0.342204,6,9.52054,1
230,1335.51,1179.21,0.342279,0.342279,6,9.51077,1
230,1335.85,1179.19,0.346577,0.346577,6,9.50083,1
230,1336.2,1179.17,0.346777,0.346777,6,9.48952,1
231,1336.54,1179.15,0.346976,0.346976,6,9.47701,1
231,1336.89,1179.13,0.347176,0.347175,6,9.46332,1
231,1337.24,1179.12,0.347375,0.347375,6,9.44847,1
231,1337.59,1179.1,0.349741,0.349741,6,9.43246,1
231,1337.94,1179.08,0.349999,0.349999,6,9.41554,1
232,1338.29,1179.07,0.350257,0.350257,6,9.3976,1
232,1338.64,1179.06,0.350515,0.350515,6,9.37868,1
232,1338.99,1179.05,0.350773,0.350774,6,9.35877,1
232,1339.33,1179.04,0.34996,0.34996,6,9.33774,1
232,1339.68,1179.02,0.350253,0.350253,6,9.31603,1
232,1340.03,1179.02,0.350546,0.350545,6,9.29351,1
233,1340.38,1179.01,0.350839,0.350839,6,9.27019,1
233,1340.73,1179,0.351132,0.351133,6,9.24609,1
233,1341.09,1178.99,0.351425,0.351424,6,9.22124,1
233,1341.43,1178.98,0.351211,0.351211,6,9.19738,1
234,1341.78,1178.98,0.351519,0.351518,6,9.17209,1
234,1342.13,1178.97,0.351826,0.351825,6,9.14617,1
234,1342.49,1178.96,0.352134,0.352135,6,9.11962,1
234,1342.84,1178.96,0.352442,0.352442,6,9.09245,1
234,1343.17,1178.96,0.351903,0.351903,6,9.06611,1
234,1343.52,1178.95,0.352218,0.352218,6,9.0378,1
235,1343.87,1178.95,0.352533,0.352533,6,9.009,1
235,1344.23,1178.95,0.352847,0.352847,6,8.97973,1
235,1344.58,1178.94,0.353162,0.353162,6,8.95,1
235,1344.91,1178.94,0.352474,0.352474,6,8.92293,1
235,1345.26,1178.94,0.352791,0.35279,6,8.89306,1
236,1345.61,1178.94,0.353108,0.353109,6,8.86282,1
236,1345.97,1178.93,0.353426,0.353424,6,8.83221,1
236,1346.32,1178.93,0.353743,0.353743,6,8.80124,1
236,1346.62,1178.93,0.352465,0.352465,6,8.77445,1
236,1346.97,1178.93,0.352784,0.352784,6,8.74257,1
237,1347.33,1178.93,0.353103,0.353103,6,8.71044,1
237,1347.68,1178.93,0.353422,0.353424,6,8.67808,1
237,1348.03,1178.93,0.353741,0.353741,6,8.64549,1
237,1348.39,1178.93,0.354061,0.35406,6,8.61268,1
237,1348.63,1178.93,0.352043,0.352043,6,8.58901,1
238,1348.99,1178.94,0.352368,0.352368,6,8.55545,1
238,1349.34,1178.94,0.352693,0.352693,6,8.52179,1
238,1349.69,1178.94,0.353018,0.353017,6,8.48803,1
238,1350.05,1178.94,0.353342,0.353342,6,8.45417,1
238,1350.4,1178.94,0.355954,0.355953,6,8.41926,1
239,1350.76,1178.94,0.356261,0.356261,6,8.3844,1
239,1351.11,1178.95,0.356568,0.356568,6,8.34953,1
239,1351.47,1178.95,0.356875,0.356875,6,8.31466,1
239,1351.83,1178.95,0.357182,0.357182,6,8.2798,1
239,1352.19,1178.96,0.35997,0.359969,6,8.24334,1
240,1352.55,1178.96,0.360258,0.360258,6,8.20741,1
240,1352.91,1178.96,0.360547,0.360547,6,8.17158,1
240,1353.27,1178.96,0.360836,0.360836,6,8.13586,1
240,1353.63,1178.97,0.361125,0.361125,6,8.10025,1
241,1353.99,1178.97,0.362695,0.362695,6,8.06383,1
241,1354.36,1178.97,0.362972,0.362972,6,8.02804,1
241,1354.72,1178.97,0.363248,0.363248,6,7.99243,1
241,1355.08,1178.98,0.363525,0.363525,6,7.95699,1
241,1355.45,1178.98,0.363801,0.3638,6,7.92174,1
242,1355.81,1178.98,0.362929,0.362929,6,7.88764,1
242,1356.17,1178.98,0.363204,0.363204,6,7.85295,1
242,1356.53,1178.98,0.363479,0.363478,6,7.81847,1
242,1356.9,1178.98,0.363754,0.363754,6,7.78422,1
242,1357.26,1178.99,0.364028,0.364028,6,7.7502,1
243,1357.62,1178.99,0.364303,0.364303,6,7.71641,1
243,1357.98,1178.99,0.364067,0.364067,6,7.68274,1
243,1358.35,1178.99,0.364339,0.364339,6,7.64873,1
243,1358.71,1178.99,0.364612,0.364612,6,7.61501,1
243,1359.07,1178.99,0.364885,0.364885,6,7.5816,1
244,1359.42,1178.99,0.364383,0.364383,6,7.60121,1
244,1359.79,1178.99,0.364652,0.364652,6,7.56641,1
244,1360.15,1178.99,0.364922,0.364921,6,7.53194,1
244,1360.52,1178.99,0.365191,0.365191,6,7.49778,1
244,1360.88,1178.98,0.36546,0.36546,6,7.46395,1
245,1361.25,1178.98,0.365729,0.365729,6,7.43045,1
245,1361.59,1178.98,0.365153,0.365153,6,7.3992,1
245,1361.96,1178.98,0.365421,0.365421,6,7.36669,1
245,1362.33,1178.97,0.365689,0.365688,6,7.33452,1
246,1362.69,1178.97,0.365956,0.365956,6,7.3027,1
246,1363.06,1178.97,0.366224,0.366224,6,7.27123,1
246,1363.38,1178.96,0.365177,0.365176,6,7.2439,1
246,1363.74,1178.96,0.365445,0.365445,6,7.21345,1
246,1364.11,1178.95,0.365713,0.365714,6,7.18336,1
247,1364.48,1178.95,0.365982,0.365982,6,7.15362,1
247,1364.84,1178.94,0.36625,0.366249,6,7.12423,1
247,1365.12,1178.94,0.3646,0.364599,6,7.10136,1
247,1365.49,1178.93,0.364872,0.364871,6,7.07253,1
247,1365.85,1178.92,0.365143,0.365144,6,7.04407,1
248,1366.22,1178.91,0.365415,0.365415,6,7.016,1
248,1366.59,1178.91,0.365687,0.365687,6,6.9883,1
248,1366.95,1178.9,0.367819,0.367819,6,6.95938,1
248,1367.32,1178.89,0.368076,0.368076,6,6.93126,1
249,1367.69,1178.88,0.368333,0.368332,6,6.90359,1
249,1368.06,1178.88,0.368589,0.368589,6,6.87635,1
249,1368.43,1178.87,0.368846,0.368846,6,6.84955,1
