t,x,y,vd,xyd,nd,d,st
341,1541.94,1156.65,0.414114,0.414114,9.7,9.67592,0
341,1542.35,1156.61,0.41415,0.41415,9.7,9.6826,0
341,1542.77,1156.57,0.414185,0.414185,9.7,9.68913,0
341,1543.18,1156.52,0.414221,0.414221,9.7,9.6955,0
342,1543.59,1156.48,0.414256,0.414256,9.7,9.70171,0
342,1544,1156.44,0.41429,0.41429,9.7,9.70632,0
342,1544.41,1156.39,0.414325,0.414325,9.7,9.71124,0
342,1544.83,1156.35,0.41436,0.41436,9.7,9.71604,0
343,1545.24,1156.31,0.414395,0.414395,9.7,9.7207,0
343,1545.65,1156.27,0.414429,0.414428,9.7,9.72441,0
343,1546.06,1156.23,0.414463,0.414463,9.7,9.72809,0
343,1546.47,1156.19,0.414497,0.414497,9.7,9.73165,0
344,1546.89,1156.14,0.414531,0.414531,9.7,9.73509,0
344,1547.3,1156.1,0.41446,0.41446,9.7,9.73822,0
344,1547.71,1156.06,0.414494,0.414493,9.7,9.74133,0
344,1548.12,1156.02,0.414528,0.414528,9.7,9.7443,0
344,1548.53,1155.98,0.414562,0.414562,9.7,9.74714,0
345,1548.94,1155.94,0.414429,0.414428,9.7,9.75055,0
345,1549.35,1155.9,0.414463,0.414463,9.7,9.75341,0
345,1549.77,1155.86,0.414498,0.414498,9.7,9.75611,0
345,1550.18,1155.82,0.414532,0.414532,9.7,9.75864,0
346,1550.59,1155.78,0.414559,0.414559,9.7,9.76059,0
346,1551,1155.74,0.414593,0.414592,9.7,9.76259,0
346,1551.42,1155.7,0.414626,0.414626,9.7,9.76441,0
346,1551.83,1155.66,0.41466,0.41466,9.7,9.76606,0
347,1552.24,1155.62,0.41495,0.414949,9.7,9.76705,0
347,1552.65,1155.58,0.414981,0.414981,9.7,9.7682,0
347,1553.07,1155.55,0.415013,0.415013,9.7,9.76915,0
347,1553.48,1155.51,0.415045,0.415045,9.7,9.76993,0
348,1553.89,1155.47,0.41521,0.41521,9.7,9.76969,0
348,1554.31,1155.43,0.41524,0.415239,9.7,9.76944,0
348,1554.72,1155.39,0.41527,0.41527,9.7,9.76901,0
348,1555.14,1155.36,0.415301,0.415301,9.7,9.7684,0
349,1555.55,1155.32,0.415331,0.415331,9.7,9.76898,0
349,1555.96,1155.28,0.41536,0.41536,9.7,9.76898,0
349,1556.38,1155.24,0.41539,0.41539,9.7,9.76874,0
349,1556.79,1155.21,0.41542,0.41542,9.7,9.76828,0
350,1557.2,1155.17,0.415327,0.415327,9.7,9.76901,0
350,1557.62,1155.13,0.415357,0.415356,9.7,9.76901,0
350,1558.03,1155.09,0.415387,0.415387,9.7,9.76873,0
350,1558.44,1155.06,0.415416,0.415416,9.7,9.76817,0
350,1558.86,1155.02,0.415446,0.415446,9.7,9.40166,0
351,1559.27,1154.98,0.415473,0.415473,9.7,9.41228,0
351,1559.68,1154.95,0.415502,0.415502,9.7,9.42296,0
351,1560.1,1154.91,0.415531,0.415531,9.7,9.43336,0
351,1560.51,1154.87,0.41556,0.41556,9.7,9.44347,0
352,1560.92,1154.84,0.415455,0.415455,9.7,9.45325,0
352,1561.34,1154.8,0.415485,0.415484,9.7,9.46252,0
352,1561.75,1154.77,0.415514,0.415514,9.7,9.47151,0
352,1562.17,1154.73,0.415543,0.415543,9.7,9.48024,0
353,1562.58,1154.7,0.415571,0.415571,9.7,9.48911,0
353,1562.99,1154.66,0.4156,0.4156,9.7,9.49758,0
353,1563.41,1154.63,0.415629,0.415629,9.7,9.50578,0
353,1563.82,1154.6,0.415657,0.415657,9.7,9.51371,0
354,1564.24,1154.56,0.415684,0.415684,9.7,9.52175,0
354,1564.65,1154.53,0.415712,0.415712,9.7,9.52938,0
354,1565.06,1154.5,0.41574,0.41574,9.7,9.53674,0
354,1565.48,1154.46,0.415768,0.415768,9.7,9.54383,0
354,1565.89,1154.43,0.416519,0.416519,9.7,9.55088,0
355,1566.31,1154.4,0.416563,0.416563,9.7,9.55723,0
355,1566.72,1154.37,0.416606,0.416606,9.7,9.56333,0
355,1567.14,1154.33,0.416649,0.416649,9.7,9.56918,0
355,1567.56,1154.3,0.416982,0.416982,9.7,9.5753,0
356,1567.97,1154.27,0.417039,0.417039,9.7,9.58089,0
356,1568.39,1154.24,0.417096,0.417096,9.7,9.58624,0
356,1568.8,1154.21,0.417153,0.417153,9.7,9.59135,0
356,1569.22,1154.18,0.417209,0.417209,9.7,9.59623,0
357,1569.64,1154.15,0.417648,0.417647,9.7,9.60125,0
357,1570.05,1154.11,0.417715,0.417715,9.7,9.60581,0
357,1570.47,1154.08,0.417782,0.417782,9.7,9.61014,0
357,1570.89,1154.05,0.417849,0.417849,9.7,9.61426,0
357,1571.3,1154.02,0.418385,0.418385,9.7,9.61778,0
358,1571.72,1154,0.41846,0.41846,9.7,9.62102,0
358,1572.14,1153.97,0.418534,0.418534,9.7,9.62408,0
358,1572.56,1153.94,0.418609,0.418609,9.7,9.62695,0
358,1572.97,1153.91,0.418946,0.418946,9.7,9.62979,0
359,1573.39,1153.88,0.419027,0.419027,9.7,9.63242,0
359,1573.81,1153.85,0.419109,0.419109,9.7,9.63488,0
359,1574.23,1153.82,0.41919,0.41919,9.7,9.63717,0
359,1574.65,1153.79,0.419336,0.419336,9.7,9.64058,0
359,1575.06,1153.76,0.419423,0.419422,9.7,9.64345,0
360,1575.48,1153.73,0.41951,0.41951,9.7,9.64613,0
360,1575.9,1153.71,0.419597,0.419597,9.7,9.64862,0
360,1576.32,1153.68,0.419575,0.419575,9.7,9.65155,0
360,1576.74,1153.65,0.419668,0.419668,9.7,9.65401,0
361,1577.16,1153.62,0.41976,0.41976,9.7,9.6563,0
361,1577.58,1153.59,0.419852,0.419852,9.7,9.65842,0
361,1577.99,1153.56,0.4198,0.4198,9.7,9.65967,0
361,1578.41,1153.54,0.419896,0.419896,9.7,9.6609,0
361,1578.83,1153.51,0.419992,0.419992,9.7,9.66202,0
362,1579.25,1153.48,0.420089,0.420089,9.7,9.66301,0
362,1579.67,1153.46,0.420185,0.420184,9.7,9.6639,0
362,1580.08,1153.43,0.42005,0.42005,9.7,9.66428,0
362,1580.5,1153.4,0.42015,0.42015,9.7,9.66493,0
363,1580.92,1153.38,0.42025,0.42025,9.7,9.66549,0
363,1581.34,1153.35,0.42035,0.420349,9.7,9.66597,0
363,1581.75,1153.32,0.420285,0.420285,9.7,9.66683,0
363,1582.17,1153.3,0.420388,0.420388,9.7,9.66744,0
363,1582.59,1153.27,0.42049,0.42049,9.7,9.66797,0
364,1583.01,1153.24,0.420592,0.420592,9.7,9.66844,0
364,1583.42,1153.22,0.420494,0.420494,9.7,9.66934,0
364,1583.84,1153.19,0.420599,0.420598,9.7,9.67001,0
364,1584.26,1153.16,0.420703,0.420703,9.7,9.67062,0
364,1584.68,1153.14,0.420808,0.420808,9.7,10.0061,0
365,1585.1,1153.11,0.421205,0.421205,9.7,9.99585,0
365,1585.52,1153.08,0.421308,0.421308,9.7,9.9854,0
365,1585.94,1153.05,0.421411,0.421411,9.7,9.9749,0
365,1586.36,1153.03,0.421515,0.421515,9.7,9.96437,0
365,1586.78,1153,0.421618,0.421618,9.7,9.95381,0
366,1587.21,1152.97,0.421778,0.421778,9.7,9.94377,0
366,1587.63,1152.95,0.421881,0.421881,9.7,9.93331,0
366,1588.05,1152.92,0.421984,0.421984,9.7,9.92285,0
366,1588.47,1152.89,0.422087,0.422087,9.7,9.91239,0
367,1588.89,1152.86,0.422342,0.422342,9.7,9.90202,0
367,1589.31,1152.84,0.422444,0.422444,9.7,9.89163,0
367,1589.73,1152.81,0.422546,0.422546,9.7,9.88128,0
367,1590.16,1152.78,0.422649,0.422649,9.7,9.87098,0
367,1590.58,1152.75,0.422961,0.422961,9.7,9.86219,0
368,1591,1152.73,0.423061,0.423061,9.7,9.85295,0
368,1591.42,1152.7,0.423161,0.423161,9.7,9.84376,0
368,1591.84,1152.67,0.423261,0.423261,9.7,9.83461,0
368,1592.27,1152.64,0.423361,0.423361,9.7,9.82551,0
368,1592.69,1152.61,0.423572,0.423571,9.7,9.81743,0
369,1593.11,1152.58,0.42367,0.42367,9.7,9.80926,0
369,1593.53,1152.55,0.423769,0.423769,9.7,9.80117,0
369,1593.96,1152.52,0.423868,0.423868,9.7,9.79315,0
369,1594.38,1152.49,0.423907,0.423907,9.7,9.78604,0
369,1594.8,1152.46,0.424004,0.424004,9.7,9.77893,0
370,1595.22,1152.43,0.424102,0.424102,9.7,9.77192,0
370,1595.65,1152.4,0.4242,0.4242,9.7,9.76501,0
370,1596.07,1152.37,0.424297,0.424297,9.7,9.7582,0
370,1596.49,1152.34,0.424241,0.424241,9.7,9.75154,0
370,1596.92,1152.31,0.424339,0.424339,9.7,9.74509,0
371,1597.34,1152.28,0.424436,0.424435,9.7,9.7388,0
371,1597.76,1152.24,0.424533,0.424533,9.7,9.73269,0
371,1598.18,1152.21,0.42444,0.424439,9.7,9.72591,0
371,1598.61,1152.18,0.424536,0.424536,9.7,9.71938,0
371,1599.03,1152.15,0.424633,0.424633,9.7,9.7131,0
372,1599.45,1152.12,0.42473,0.42473,9.7,9.70706,0
372,1599.88,1152.09,0.424826,0.424826,9.7,9.70128,0
372,1600.29,1152.06,0.424691,0.424691,9.7,9.69616,0
372,1600.72,1152.02,0.424787,0.424787,9.7,9.69101,0
372,1601.14,1151.99,0.424884,0.424884,9.7,9.68615,0
373,1601.56,1151.96,0.42498,0.42498,9.7,9.6816,0
373,1601.98,1151.93,0.424893,0.424894,9.7,9.67679,0
373,1602.4,1151.89,0.424989,0.424989,9.7,9.67256,0
373,1602.83,1151.86,0.425085,0.425085,9.7,9.66868,0
373,1603.25,1151.82,0.42518,0.42518,9.7,9.66515,0
374,1603.68,1151.79,0.425276,0.425276,9.7,9.66197,0
374,1604.1,1151.75,0.425411,0.42541,9.7,9.66026,0
374,1604.52,1151.72,0.425505,0.425505,9.7,9.65855,0
374,1604.95,1151.68,0.425598,0.425598,9.7,9.6572,0
374,1605.37,1151.64,0.425692,0.425692,9.7,9.6562,0
375,1605.8,1151.61,0.425785,0.425785,9.7,9.65555,0
375,1606.22,1151.57,0.425894,0.425893,9.7,9.65507,0
375,1606.64,1151.53,0.425985,0.425985,9.7,9.65497,0
375,1607.07,1151.49,0.426077,0.426077,9.7,9.65527,0
375,1607.49,1151.46,0.426168,0.426168,9.7,9.65595,0
376,1607.92,1151.42,0.42626,0.42626,9.7,9.65701,0
376,1608.34,1151.38,0.426457,0.426457,9.7,9.65679,0
376,1608.77,1151.34,0.426546,0.426545,9.7,9.65744,0
376,1609.19,1151.3,0.426636,0.426636,9.7,9.65855,0
376,1609.62,1151.26,0.426725,0.426725,9.7,9.66013,0
377,1610.04,1151.22,0.426966,0.426966,9.7,9.66302,0
377,1610.47,1151.18,0.427053,0.427052,9.7,9.66617,0
377,1610.89,1151.14,0.427139,0.427139,9.7,9.66976,0
377,1611.32,1151.1,0.427226,0.427226,9.7,10.1605,0
377,1611.74,1151.05,0.427313,0.427313,9.7,10.1495,0
378,1612.17,1151.01,0.427473,0.427473,9.7,10.138,0
378,1612.59,1150.97,0.427557,0.427557,9.7,10.1273,0
378,1613.02,1150.93,0.427642,0.427641,9.7,10.1171,0
378,1613.44,1150.88,0.427726,0.427726,9.7,10.1073,0
378,1613.87,1150.84,0.427811,0.427811,9.7,10.0979,0
379,1614.29,1150.79,0.427833,0.427833,9.7,10.0907,0
379,1614.72,1150.75,0.427916,0.427915,9.7,10.0833,0
379,1615.15,1150.7,0.427999,0.427999,9.7,10.0763,0
379,1615.57,1150.65,0.428081,0.428081,9.7,10.0697,0
379,1616,1150.61,0.428164,0.428164,9.7,10.0634,0
380,1616.42,1150.56,0.428112,0.428112,9.7,10.0573,0
380,1616.85,1150.51,0.428193,0.428193,9.7,10.0515,0
380,1617.27,1150.46,0.428275,0.428275,9.7,10.0459,0
380,1617.7,1150.42,0.428357,0.428356,9.7,10.0406,0
380,1618.12,1150.37,0.428438,0.428438,9.7,10.0356,0
381,1618.55,1150.32,0.428357,0.428357,9.7,10.0302,0
381,1618.97,1150.27,0.428437,0.428437,9.7,10.0252,0
381,1619.4,1150.22,0.428518,0.428518,9.7,10.0204,0
381,1619.82,1150.17,0.428599,0.428599,9.7,10.0159,0
381,1620.25,1150.13,0.428679,0.428679,9.7,10.0115,0
382,1620.67,1150.08,0.428566,0.428565,9.7,10.0075,0
382,1621.09,1150.03,0.428646,0.428646,9.7,10.0035,0
382,1621.52,1149.98,0.428725,0.428725,9.7,9.99962,0
382,1621.95,1149.93,0.428805,0.428805,9.7,9.99593,0
382,1622.37,1149.88,0.428885,0.428885,9.7,9.99238,0
383,1622.79,1149.83,0.428811,0.428811,9.7,9.98732,0
383,1623.22,1149.78,0.42889,0.42889,9.7,9.98284,0
383,1623.65,1149.73,0.428968,0.428968,9.7,9.9785,0
383,1624.07,1149.68,0.429047,0.429047,9.7,9.97428,0
383,1624.5,1149.63,0.429125,0.429125,9.7,9.97018,0
384,1624.92,1149.58,0.429231,0.429231,9.7,9.96544,0
384,1625.35,1149.53,0.429308,0.429308,9.7,9.96102,0
384,1625.78,1149.49,0.429384,0.429384,9.7,9.95667,0
384,1626.2,1149.44,0.429461,0.429461,9.7,9.95238,0
384,1626.63,1149.39,0.429538,0.429538,9.7,9.94813,0
385,1627.06,1149.34,0.429623,0.429623,9.7,9.94323,0
385,1627.48,1149.29,0.429697,0.429697,9.7,9.93827,0
385,1627.91,1149.24,0.429772,0.429772,9.7,9.93331,0
385,1628.34,1149.19,0.429847,0.429846,9.7,9.92836,0
385,1628.76,1149.14,0.429922,0.429922,9.7,9.9234,0
386,1629.19,1149.1,0.430203,0.430203,9.7,9.91726,0
386,1629.62,1149.05,0.430275,0.430275,9.7,9.91135,0
386,1630.05,1149,0.430347,0.430347,9.7,9.9054,0
386,1630.48,1148.95,0.430419,0.430419,9.7,9.8994,0
386,1630.9,1148.91,0.430491,0.430491,9.7,9.89335,0
387,1631.33,1148.86,0.43062,0.43062,9.7,9.88795,0
387,1631.76,1148.81,0.43069,0.43069,9.7,9.88203,0
387,1632.19,1148.76,0.43076,0.43076,9.7,9.87597,0
387,1632.62,1148.71,0.43083,0.43083,9.7,9.86978,0
387,1633.04,1148.67,0.4309,0.4309,9.7,9.86344,0
388,1633.47,1148.62,0.430917,0.430917,9.7,9.85562,0
388,1633.9,1148.57,0.430985,0.430985,9.7,9.84809,0
388,1634.33,1148.53,0.431054,0.431054,9.7,9.8404,0
388,1634.76,1148.48,0.431122,0.431122,9.7,9.83253,0
389,1635.19,1148.44,0.431191,0.431191,9.7,9.82449,0
389,1635.61,1148.39,0.431147,0.431147,9.7,9.81484,0
389,1636.04,1148.35,0.431214,0.431214,9.7,9.80534,0
389,1636.47,1148.3,0.431282,0.431282,9.7,9.79566,0
389,1636.9,1148.26,0.431349,0.431349,9.7,9.05448,0
390,1637.33,1148.22,0.431416,0.431416,9.7,9.07014,0
390,1637.76,1148.17,0.431348,0.431348,9.7,9.08608,0
390,1638.19,1148.13,0.431415,0.431415,9.7,9.10149,0
390,1638.62,1148.09,0.431481,0.431481,9.7,9.11664,0
390,1639.04,1148.04,0.431548,0.431548,9.7,9.13155,0
391,1639.47,1148,0.431614,0.431614,9.7,9.14621,0
391,1639.9,1147.96,0.431521,0.43152,9.7,9.16054,0
391,1640.33,1147.92,0.431586,0.431586,9.7,9.17492,0
391,1640.76,1147.87,0.431652,0.431652,9.7,9.18901,0
392,1641.19,1147.83,0.431717,0.431718,9.7,9.2028,0
392,1641.62,1147.79,0.431783,0.431783,9.7,9.21629,0
392,1642.04,1147.75,0.431722,0.431722,9.7,9.23007,0
392,1642.47,1147.71,0.431787,0.431787,9.7,9.24337,0
392,1642.9,1147.67,0.431852,0.431852,9.7,9.25633,0
393,1643.33,1147.62,0.431916,0.431916,9.7,9.26897,0
393,1643.76,1147.58,0.431981,0.431981,9.7,9.28128,0
393,1644.19,1147.54,0.432067,0.432067,9.7,9.2923,0
393,1644.62,1147.51,0.43213,0.43213,9.7,9.3033,0
393,1645.05,1147.47,0.432193,0.432193,9.7,9.31401,0
394,1645.48,1147.43,0.432256,0.432256,9.7,9.32442,0
394,1645.91,1147.39,0.432319,0.432319,9.7,9.33455,0
394,1646.34,1147.35,0.432389,0.432388,9.7,9.34357,0
394,1646.78,1147.31,0.43245,0.43245,9.7,9.35286,0
395,1647.21,1147.28,0.432512,0.432512,9.7,9.36189,0
395,1647.64,1147.24,0.432573,0.432573,9.7,9.37066,0
395,1648.07,1147.2,0.432634,0.432634,9.7,9.37918,0
395,1648.5,1147.17,0.432865,0.432865,9.7,9.38636,0
395,1648.93,1147.13,0.432924,0.432924,9.7,9.3936,0
396,1649.36,1147.1,0.432983,0.432983,9.7,9.40064,0
396,1649.79,1147.06,0.433042,0.433042,9.7,9.40748,0
396,1650.23,1147.03,0.433102,0.433101,9.7,9.41414,0
396,1650.66,1146.99,0.433207,0.433207,9.7,9.42082,0
396,1651.09,1146.96,0.433265,0.433265,9.7,9.4269,0
397,1651.52,1146.92,0.433322,0.433322,9.7,9.43282,0
397,1651.95,1146.89,0.43338,0.43338,9.7,9.43859,0
397,1652.39,1146.86,0.433437,0.433437,9.7,9.44422,0
397,1652.82,1146.82,0.433451,0.433451,9.7,9.44976,0
398,1653.25,1146.79,0.433507,0.433506,9.7,9.4552,0
398,1653.68,1146.75,0.433563,0.433563,9.7,9.46052,0
398,1654.11,1146.72,0.43362,0.43362,9.7,9.46571,0
398,1654.55,1146.69,0.433676,0.433676,9.7,9.47079,0
398,1654.98,1146.66,0.433731,0.43373,9.7,9.47499,0
399,1655.41,1146.62,0.433786,0.433786,9.7,9.47925,0
399,1655.84,1146.59,0.433841,0.433841,9.7,9.48345,0
399,1656.28,1146.56,0.433896,0.433896,9.7,9.48759,0
399,1656.71,1146.53,0.433861,0.43386,9.7,9.49063,0
399,1657.14,1146.49,0.433915,0.433915,9.7,9.49388,0
400,1657.57,1146.46,0.433969,0.433969,9.7,9.49713,0
400,1658.01,1146.43,0.434024,0.434024,9.7,9.50038,0
400,1658.44,1146.4,0.434078,0.434078,9.7,9.50364,0
400,1658.87,1146.37,0.434023,0.434023,9.7,9.50774,0
401,1659.3,1146.34,0.434077,0.434077,9.7,9.51175,0
401,1659.74,1146.3,0.43413,0.43413,9.7,9.51575,0
401,1660.17,1146.27,0.434184,0.434184,9.7,9.51975,0
401,1660.6,1146.24,0.434237,0.434237,9.7,9.52376,0
401,1661.03,1146.21,0.434161,0.434161,9.7,9.52902,0
402,1661.46,1146.17,0.434214,0.434214,9.7,9.53388,0
402,1661.9,1146.14,0.434267,0.434267,9.7,9.53874,0
402,1662.33,1146.11,0.43432,0.43432,9.7,9.54359,0
402,1662.76,1146.07,0.434271,0.434271,9.7,9.54984,0
402,1663.19,1146.04,0.434323,0.434322,9.7,9.55568,0
403,1663.63,1146,0.434376,0.434376,9.7,9.85583,0
403,1664.06,1145.97,0.434428,0.434428,9.7,9.85247,0
403,1664.49,1145.93,0.43448,0.43448,9.7,9.84908,0
403,1664.92,1145.9,0.43455,0.43455,9.7,9.84717,0
404,1665.36,1145.86,0.434601,0.4346,9.7,9.84485,0
404,1665.79,1145.83,0.434652,0.434652,9.7,9.8425,0
404,1666.22,1145.79,0.434703,0.434703,9.7,9.84011,0
404,1666.66,1145.76,0.434754,0.434754,9.7,9.83769,0
404,1667.09,1145.72,0.434809,0.434809,9.7,9.83534,0
405,1667.52,1145.69,0.434859,0.434859,6,9.83291,0
405,1667.96,1145.65,0.434909,0.434909,6,9.83048,0
405,1668.39,1145.62,0.434959,0.434959,6,9.82805,0
405,1668.82,1145.58,0.435146,0.435146,6,9.82494,0
405,1669.26,1145.55,0.435194,0.435194,6,9.82236,0
406,1669.69,1145.51,0.435242,0.435242,6,9.81982,0
406,1670.13,1145.48,0.43529,0.43529,6,9.81731,0
406,1670.56,1145.44,0.435338,0.435338,6,9.81483,0
406,1670.99,1145.41,0.435424,0.435424,6,9.81206,0
406,1671.43,1145.37,0.435471,0.435471,6,9.80955,0
407,1671.86,1145.34,0.435517,0.435517,6,9.80711,0
407,1672.3,1145.3,0.435564,0.435564,6,9.80471,0
407,1672.73,1145.27,0.435611,0.435611,6,9.80238,0
407,1673.16,1145.23,0.435621,0.435621,6,9.79973,0
407,1673.6,1145.2,0.435667,0.435667,6,9.79695,0
408,1674.03,1145.16,0.435713,0.435713,6,9.79426,0
408,1674.47,1145.13,0.435759,0.435759,6,9.79166,0
408,1674.9,1145.09,0.435804,0.435804,6,9.78959,0
408,1675.34,1145.06,0.435849,0.435849,6,9.78718,0
409,1675.77,1145.02,0.435894,0.435894,6,9.78486,0
409,1676.2,1144.99,0.435939,0.435939,6,9.78262,0
409,1676.64,1144.95,0.435984,0.435984,6,9.78048,0
409,1677.07,1144.91,0.435955,0.435955,6,9.77959,0
409,1677.51,1144.88,0.435999,0.435999,6,9.77833,0
410,1677.94,1144.84,0.436043,0.436043,6,9.77712,0
410,1678.38,1144.8,0.436087,0.436087,6,9.77597,0
410,1678.81,1144.77,0.436131,0.436131,6,9.77487,0
410,1679.24,1144.73,0.436086,0.436086,6,9.77291,0
410,1679.68,1144.7,0.43613,0.43613,6,9.77113,0
411,1680.11,1144.66,0.436174,0.436174,6,9.76944,0
411,1680.55,1144.62,0.436217,0.436217,6,9.76784,0
411,1680.98,1144.59,0.436155,0.436155,6,9.76829,0
411,1681.41,1144.55,0.436199,0.436199,6,9.76832,0
412,1681.85,1144.51,0.436242,0.436242,6,9.76837,0
412,1682.28,1144.47,0.436285,0.436285,6,9.76843,0
412,1682.72,1144.44,0.436328,0.436328,6,9.7685,0
412,1683.15,1144.4,0.436288,0.436288,6,9.76725,0
412,1683.58,1144.36,0.43633,0.43633,6,9.76635,0
413,1684.02,1144.33,0.436373,0.436373,6,9.7655,0
413,1684.45,1144.29,0.436415,0.436415,6,9.7647,0
413,1684.89,1144.25,0.436458,0.436457,6,9.76395,0
413,1685.32,1144.21,0.436514,0.436513,6,9.7634,0
413,1685.76,1144.18,0.436556,0.436556,6,9.76278,0
414,1686.19,1144.14,0.436597,0.436597,6,9.7622,0
414,1686.63,1144.1,0.436639,0.436639,6,9.76166,0
414,1687.06,1144.07,0.436684,0.436684,6,9.76061,0
414,1687.5,1144.03,0.436725,0.436725,6,9.75999,0
415,1687.93,1143.99,0.436765,0.436765,6,9.75939,0
415,1688.37,1143.96,0.436806,0.436806,6,9.75883,0
415,1688.8,1143.92,0.436847,0.436847,6,9.7583,0
415,1689.24,1143.88,0.436999,0.436999,6,9.7573,0
415,1689.67,1143.85,0.437038,0.437038,6,9.75324,0
416,1690.11,1143.82,0.437077,0.437077,6,9.74667,0
416,1690.55,1143.79,0.437116,0.437115,6,9.73764,0
416,1690.98,1143.76,0.437155,0.437155,6,9.7262,0
416,1691.42,1143.74,0.437224,0.437224,6,9.5693,0
417,1691.86,1143.72,0.437262,0.437261,6,9.55774,0
417,1692.29,1143.7,0.4373,0.4373,6,9.54422,0
417,1692.73,1143.68,0.437338,0.437338,6,9.52879,0
417,1693.17,1143.66,0.437376,0.437376,6,9.5115,0
417,1693.6,1143.65,0.437385,0.437385,6,9.49306,0
418,1694.04,1143.64,0.437422,0.437422,6,9.47267,0
418,1694.48,1143.62,0.437459,0.437458,6,9.45077,0
418,1694.92,1143.61,0.437496,0.437496,6,9.4274,0
418,1695.35,1143.61,0.437533,0.437533,6,9.4026,0
418,1695.79,1143.6,0.437569,0.43757,6,9.37747,0
419,1696.23,1143.59,0.437606,0.437606,6,9.35087,0
419,1696.67,1143.59,0.437642,0.437642,6,9.32311,0
419,1697.1,1143.58,0.437678,0.437678,6,9.29423,0
419,1697.54,1143.58,0.437655,0.437655,6,9.26358,0
420,1697.98,1143.58,0.437691,0.437691,6,9.23218,0
420,1698.42,1143.58,0.437726,0.437726,6,9.19992,0
420,1698.85,1143.58,0.437762,0.437763,6,9.16682,0
420,1699.29,1143.58,0.437798,0.437797,6,9.1329,0
421,1699.73,1143.58,0.437762,0.437762,6,9.09795,0
421,1700.16,1143.58,0.437797,0.437796,6,9.06216,0
421,1700.6,1143.58,0.437833,0.437833,6,9.02579,0
421,1701.04,1143.59,0.437868,0.437868,6,8.98889,0
421,1701.48,1143.59,0.437903,0.437903,6,8.95145,0
422,1701.91,1143.6,0.437853,0.437852,6,8.91235,0
422,1702.35,1143.6,0.437888,0.437888,6,8.87306,0
422,1702.79,1143.61,0.437923,0.437923,6,8.83347,0
422,1703.23,1143.62,0.437958,0.437958,6,8.79359,0
423,1703.66,1143.63,0.437926,0.437926,6,8.75312,0
423,1704.1,1143.63,0.43796,0.43796,6,8.71238,0
423,1704.54,1143.64,0.437995,0.437995,6,8.6715,0
423,1704.98,1143.65,0.438029,0.438029,6,8.6305,0
423,1705.41,1143.66,0.438064,0.438064,6,8.58937,0
424,1705.85,1143.66,0.43811,0.43811,6,8.54815,0
424,1706.29,1143.67,0.438143,0.438142,6,8.50661,0
424,1706.73,1143.68,0.438177,0.438177,6,8.46509,0
424,1707.17,1143.69,0.438211,0.438211,6,8.42359,0
425,1707.6,1143.7,0.438244,0.438244,6,8.38212,0
425,1708.04,1143.71,0.438281,0.43828,6,8.33931,0
425,1708.48,1143.72,0.438314,0.438313,6,8.29713,0
425,1708.92,1143.72,0.438347,0.438346,6,8.2551,0
425,1709.36,1143.73,0.43838,0.438379,6,8.21324,0
426,1709.8,1143.74,0.438503,0.438503,6,8.17072,0
426,1710.23,1143.75,0.438535,0.438534,6,8.12889,0
426,1710.67,1143.76,0.438566,0.438566,6,8.0873,0
426,1711.11,1143.77,0.438598,0.438598,6,8.04594,0
426,1711.55,1143.78,0.43863,0.43863,6,8.00483,0
427,1711.99,1143.78,0.438686,0.438686,6,7.96346,0
427,1712.43,1143.79,0.438717,0.438717,6,7.92263,0
427,1712.86,1143.8,0.438748,0.438748,6,7.88212,0
427,1713.3,1143.81,0.438779,0.438779,6,7.84191,0
428,1713.74,1143.81,0.438786,0.438786,6,7.80196,0
428,1714.18,1143.82,0.438816,0.438816,6,7.76263,0
428,1714.62,1143.82,0.438847,0.438846,6,7.72364,0
428,1715.06,1143.83,0.438877,0.438877,6,7.68497,0
428,1715.5,1143.83,0.438907,0.438907,6,7.64663,0
429,1715.94,1143.84,0.438937,0.438936,6,7.60696,0
429,1716.37,1143.85,0.438966,0.438966,6,7.56808,0
429,1716.81,1143.85,0.438996,0.438996,6,7.52961,0
429,1717.25,1143.86,0.439025,0.439025,6,7.49155,0
430,1717.69,1143.86,0.439055,0.439055,6,7.45389,0
430,1718.13,1143.86,0.439036,0.439036,6,7.41722,0
430,1718.57,1143.87,0.439065,0.439065,6,7.38093,0
430,1719.01,1143.87,0.439094,0.439094,6,7.34503,0
430,1719.45,1143.87,0.439123,0.439123,6,7.30953,0
431,1719.88,1143.87,0.439094,0.439093,6,7.27507,0
431,1720.32,1143.87,0.439123,0.439123,6,7.24071,0
431,1720.76,1143.88,0.439152,0.439152,6,7.20673,0
431,1721.2,1143.88,0.439181,0.439181,6,7.17313,0
432,1721.64,1143.87,0.439139,0.439139,6,6.93978,0
432,1722.08,1143.87,0.439168,0.439168,6,6.91519,0
432,1722.52,1143.87,0.439197,0.439197,6,6.89097,0
432,1722.96,1143.87,0.439225,0.439224,6,6.86713,0
433,1723.4,1143.87,0.439254,0.439254,6,6.84366,0
433,1723.83,1143.87,0.439227,0.439227,6,6.81954,0
433,1724.27,1143.87,0.439256,0.439255,6,6.79614,0
433,1724.71,1143.87,0.439284,0.439284,6,6.77315,0
433,1725.15,1143.86,0.439312,0.439312,6,6.75055,0
434,1725.59,1143.86,0.43935,0.439349,6,6.72938,0
434,1726.03,1143.86,0.439378,0.439378,6,6.70821,0
